"id","cve","project_name","description","mistakes","tag_list__id","tag_list__tag"
"","","","","","8","bounty"
"","","","","","95","manual"
"","","","","","97","external"
"","","","","","100","language-cpp"
"","","","","","113","secure-by-default"
"","","","","","117","small-fix"
"","","","","","243","subsystem-chromium-blink-chromium-s-web-workers"
"","","","","","343","lacked-test"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"1096","CVE-2015-1262","chromium","A width field, m_totalWidth, was not initialized, but was used in other areas of the code. This could have caused denial of service or other unspecified impact via Unicode text.","The mistake was mostly a design issue. They initialized the variable, but it was initialized after a condition was checked. If the condition passed it would return and the value was never set, so the value just needed to be set at an earlier point in the code, which is what they did to mitiigate. To prevent against this issue , or mistakes similar to this, they could have code reviews to catch design/coding flaws that have the potential to harm the system such as this one. Another way to prevent against something like this would be to use TDD (test driven development). This way, when going through the conditions in the HarfBuzzShaper::shape() function, they could check for what the values of certain fields are, or if those fields were even set at all, and correct the issue if anything was not what it should be.","2","lifetime-3mo"
"","","","","","8","bounty"
"","","","","","94","discover-automated"
"","","","","","96","internal"
"","","","","","100","language-cpp"
"","","","","","109","distrust-input"
"","","","","","117","small-fix"
"","","","","","279","subsystem-chromium-shaping"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"1373","CVE-2017-15401","chromium","Embargoed. Out of bounds memory access in V8.\n","null","357","project-chromium"
"1273","CVE-2016-1686","chromium","A specific function in a PDF renderer which didn't properly handle a failure\nduring its initialization causes a denial of service (out-of-bounds read) via\na crafted PDF document that contained a malformed JPG image. An attacker who\nknows this exploit could potentiallycause the function to halt or crash,\nmeaning the browser utilizing this  function may have issues resulting from\nthis problem.\n","In my opinion, the mistakes were mostly coding mistakes, where ways of\navoiding issues such as this were already known to the coding world, however\nthe developer who originally wrote the functions here did not put them to\nuse. Simply adding wrappers and distrusting input fixed the issue.\n\nOverall, this was a very interesting vulnerability which might not have been\nobvious to most engineers tasked to do this, and I think that this only goes\nto show that the scope of vulnerabilities will always be larger than what\nyou initially expect. \n","8","bounty"
"","","","","","9","dependency"
"","","","","","14","cwe-119"
"","","","","","94","discover-automated"
"","","","","","96","internal"
"","","","","","109","distrust-input"
"","","","","","117","small-fix"
"","","","","","316","subsystem-chromium-fpdf_render_loadimage-cpp"
"","","","","","342","escaped"
"","","","","","344","untested"
"","","","","","357","project-chromium"
"","","","","","358","owners"
"","","","","","359","cooks"
"","","","","","360","refactors"
"","","","","","361","reverts"
"1408","CVE-2017-5037","chromium","Multiple out of bounds writes in ChunkDemuxer.\n","null","35","cwe-190"
"","","","","","100","language-cpp"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"1175","CVE-2015-6774","chromium","The vulnerability was found in one of the functions relating to loading time \nwithin the Chrome's renderer subsystem.\n\nModification of a pointer through javascript can give remote attackers the \nability to cause denial of service. Specifically, when the pointer used for \nreporting load times data is modified by javascript, the use of unexpected \nvalues can occur. To do so, a remote use would have to create specific content\nthat when loaded by the target system, will execute arbitrary code on the target \nuser's system.\n","The mistake made was assuming the type of the input before carrying out execution of\nthe variable. When working in a programming language that has the programmer handling memory,\nhaving explicitly written code prevents some of these vulnerablities. \n\nBased on the CWE entry, to mitigate such vulnerability, one should try to use a language that \nprovides automatic memory management. This was not done because execution should be optimal \nwhen it comes to speed and to do that, carrying out your own memory management gives more flexibility.\nFor the implementation fix, the programmer did set the pointer to null before carrying out further\nimplementation of the pointer. This would seem to be the proper fix to a problem such as this.\n","7","lifetime-5y"
"","","","","","8","bounty"
"","","","","","26","cwe-416"
"","","","","","95","manual"
"","","","","","96","internal"
"","","","","","100","language-cpp"
"","","","","","109","distrust-input"
"","","","","","116","big-fix"
"","","","","","139","subsystem-chromium-renderer"
"","","","","","343","lacked-test"
"","","","","","345","vcc"
"","","","","","357","project-chromium"
"","","","","","359","cooks"
"1475","CVE-2017-5110","chromium","UI spoofing in payments dialog. PaymentRequestAPI shows the native payment UI.\nAn attacker can change the origin of payment from this screen. Basically, you can\nspoof the payment screen so that it changes where the payment screen comes from.\nThis allows an abuser to use the spoofing to change the what is being paid out and to where.\n","The main mistake here was not realizing that their data has a vulnerable layer\nor a layer that could be removed and replaced interchangeablely with a malicious surface.\nThe possibility for interchangeable parts here is what allowed the system to have this spoofing problem,\nhowever that doesn't make the inherent software design wrong,\nbut instead it means that the software design should have considered the\nfact that there may have been a need to swap that layer out in the future,\nand the security aspect of it should have been considered in the architecture choosing-phase.\n","95","manual"
